1	29156	0.173245	﻿The Project Gutenberg eBook of The Project Gutenberg Works of Joseph Conrad: An Index This ebook is for the use of anyone anywhere in the United States and most other parts of the world at no cost and with almost no restrictions whatsoever. You	1
2	29434	0.171205	﻿The Project Gutenberg eBook of The Project Gutenberg Works of Flavius Josephus: An Index This ebook is for the use of anyone anywhere in the United States and most other parts of the world at no cost and with almost no restrictions whatsoever.	1
3	672	0.167207	﻿The Project Gutenberg eBook of The Secret Guide to Computers This ebook is for the use of anyone anywhere in the United States and most other parts of the world at no cost and with almost no restrictions whatsoever. You may copy it, give it awa	1
4	15809	0.154834	﻿The Project Gutenberg eBook of A Apple Pie This ebook is for the use of anyone anywhere in the United States and most other parts of the world at no cost and with almost no restrictions whatsoever. You may copy it, give it away or re-use it und	1
5	10469	0.150896	﻿The Project Gutenberg eBook of Johnny Crow's Garden This ebook is for the use of anyone anywhere in the United States and most other parts of the world at no cost and with almost no restrictions whatsoever. You may copy it, give it away or re-u	1
6	33108	0.149544	﻿The Project Gutenberg eBook of Souvenir of Gay Head: Indelible Photographs This ebook is for the use of anyone anywhere in the United States and most other parts of the world at no cost and with almost no restrictions whatsoever. You may copy i	1
7	29430	0.148668	﻿The Project Gutenberg eBook of The Project Gutenberg Works of Hall Caine: An Index This ebook is for the use of anyone anywhere in the United States and most other parts of the world at no cost and with almost no restrictions whatsoever. You ma	1
8	29441	0.146940	﻿The Project Gutenberg eBook of The Project Gutenberg Works of Plato: An Index This ebook is for the use of anyone anywhere in the United States and most other parts of the world at no cost and with almost no restrictions whatsoever. You may cop	1
9	29459	0.139854	﻿The Project Gutenberg eBook of The Project Gutenberg Works of Xenophon: An Index This ebook is for the use of anyone anywhere in the United States and most other parts of the world at no cost and with almost no restrictions whatsoever. You may	1
10	7920	0.136849	﻿The Project Gutenberg eBook of American Historical and Literary Curiosities, Part 20 This ebook is for the use of anyone anywhere in the United States and most other parts of the world at no cost and with almost no restrictions whatsoever. You	1
11	7912	0.136807	﻿The Project Gutenberg eBook of American Historical and Literary Curiosities, Part 12 This ebook is for the use of anyone anywhere in the United States and most other parts of the world at no cost and with almost no restrictions whatsoever. You	1
12	7924	0.136624	﻿The Project Gutenberg eBook of American Historical and Literary Curiosities: Second Series, Complete This ebook is for the use of anyone anywhere in the United States and most other parts of the world at no cost and with almost no restrictions	1
13	7923	0.136410	﻿The Project Gutenberg eBook of American Historical and Literary Curiosities, Series One This ebook is for the use of anyone anywhere in the United States and most other parts of the world at no cost and with almost no restrictions whatsoever. Y	1
14	7918	0.136372	﻿The Project Gutenberg eBook of American Historical and Literary Curiosities, Part 18 This ebook is for the use of anyone anywhere in the United States and most other parts of the world at no cost and with almost no restrictions whatsoever. You	1
15	7917	0.136367	﻿The Project Gutenberg eBook of American Historical and Literary Curiosities, Part 17 This ebook is for the use of anyone anywhere in the United States and most other parts of the world at no cost and with almost no restrictions whatsoever. You	1
16	6349	0.136054	﻿The Project Gutenberg eBook of Copyright Renewals 1954 This ebook is for the use of anyone anywhere in the United States and most other parts of the world at no cost and with almost no restrictions whatsoever. You may copy it, give it away or r	1
17	7911	0.135898	﻿The Project Gutenberg eBook of American Historical and Literary Curiosities, Part 11 This ebook is for the use of anyone anywhere in the United States and most other parts of the world at no cost and with almost no restrictions whatsoever. You	1
18	7905	0.135866	﻿The Project Gutenberg eBook of American Historical and Literary Curiosities, Part 05 This ebook is for the use of anyone anywhere in the United States and most other parts of the world at no cost and with almost no restrictions whatsoever. You	1
19	7901	0.135519	﻿The Project Gutenberg eBook of American Historical and Literary Curiosities, Part 01 This ebook is for the use of anyone anywhere in the United States and most other parts of the world at no cost and with almost no restrictions whatsoever. You	1
